c,mu,distance
0.47334527332666165,0.8138257705832999,0.02875969180171319
0.43581541169640625,0.7437138858491599,0.028809267464412598
0.46121626513713554,0.3668554424517906,0.028815861070584113
0.4484253905799116,0.3465735989040687,0.02885214938333284
0.41493805233637127,0.673378678614197,0.028880071725990445
0.45632809740017233,0.4134692735848762,0.028885384752036964
0.4395033725510139,0.5383326599465516,0.028907049933094942
0.46411097419332603,0.40808488550436406,0.02891476214106169
0.34305716048778134,0.36043622871648495,0.02899339502928572
0.45758378426432034,0.15873470856109978,0.02902805707927637
0.4649318623270272,0.7660601851729345,0.02903041958799779
0.45162157870723507,0.1849101100248615,0.029040292782272003
0.47968803779233926,0.8642397562482882,0.029041492260900616
0.471856022644506,0.23835125038049496,0.029072681322338572
0.497891229076885,0.5477537651148405,0.029080291313011493
0.467249297928498,0.783293291334464,0.02915774338841824
0.4185510994450631,0.6159474257535965,0.029163868502289792
0.3289085032131669,0.5042275277365508,0.029208278738936284
0.4935620052233205,0.3206222290447187,0.02922985445809053
0.3879301193661041,0.35362652115380877,0.029246305610527372
0.4650356476126537,0.13647888058113394,0.02926389334773417
0.36139468209512504,0.6968054928284727,0.029274970177474196
0.4602802053750429,0.30035330002733196,0.029276972314181828
0.39289996524544446,0.22163198449690588,0.029302643044938063
0.4337159272775394,0.42189811755597395,0.029357864803389276
0.47549964293800173,0.49120853486778404,0.029362007468933828
0.4976328935634097,0.4908596932307212,0.02944528280056043
0.34954498329466854,0.1620024408032845,0.02946891323950624
0.4108232314790605,0.42275398863931213,0.029478639473995063
0.471383482224232,0.3928187304358909,0.029512123302561956
0.4618660052012362,0.1907926440539911,0.029532103620770803
0.4437118846341813,0.6960735501887889,0.029533954898728166
